guid,crc?,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Unused,Unused,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Arabic,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,LatinAmericanSpanish
df300ac5-d505-4b79-bf64-fcddc88f4aad,2177251398,Item_IT_50,睡眠弾,Sleep Ammo,Somnifère,P sonno,Schlafmunition,Munición sueño,Усыпляющие снаряды,Amun. usypiająca,,,Munição Sonífera,수면탄,睡眠彈,睡眠弹,,,,,,,,ذخيرة النوم,,,,,,,,,,,Bala sueño
7c3ace92-c016-4ef6-b2db-54ede53b006c,2761215984,Item_IT_EXP_50,"睡眠状態にさせる弾。
モンスターによっては
複数発必要。","Ammo that induces sleep. Some
targets require multiple shots in
order for the status to take effect.","Munition endormante. Certains
monstres nécessitent plusieurs tirs
pour que les effets se déclenchent.","Proiettili che infliggono sonno.
Alcuni bersagli richiedono più colpi
affinché lo stato alterato abbia effetto.","Munition, die Schlaf verursacht.
Manche Ziele erfordern Mehrfach-
treffer für die Statusauslösung.","Munición somnífera. Algunos
objetivos pueden requerir varios
disparos para que tenga efecto.","Снаряды, которые усыпляют
монстра. В некоторых случаях
нужно несколько попаданий.","Amunicja powodująca senność.
Pewne cele wymagają
kilku strzałów.",,,"Munição que adormece o alvo. Alguns
alvos precisam de vários tiros.","수면 상태로 만드는 탄.
여러 발을 맞혀야 하는
몬스터도 있다.","可造成睡眠狀態的彈藥。視魔物不同
可能需要多發才能生效。","造成睡眠效果的弹药。有些怪物可
能需要数发才能生效。",,,,,,,,"ذخيرة تسبب النوم. تتطلب
بعض الأهداف عدة طلقات
لتأثير الحالة بشكل فعال.",,,,,,,,,,,"Munición que adormece. Se
requieren varios disparos para
adormecer a ciertos objetivos."
cdeff929-2f98-48b9-9bfb-246cc764c4f3,459634209,Item_IT_51,斬裂弾,Slicing Ammo,Tranchant,P laceranti,Schnittmunition,Munición cortante,Рубящие снаряды,Amun. tnąca,,,Munição Cortante,참렬탄,斬裂彈,斩裂弹,,,,,,,,ذخيرة تقطيع,,,,,,,,,,,Bala cortante
7b456395-c35f-4849-8ee4-b84b32d4f631,1300313202,Item_IT_EXP_51,"着弾した場所に突き刺さり、
刃が飛び散る切断属性の弾。
尻尾切断も可能。","Ammo that ejects sharp blades
on impact, which can sever tails.","Munition qui éjecte des lames
coupantes à l'impact, capables
de trancher les queues.","Proiettili che lanciano lame all'impatto.
Possono tagliare le code.","Munition, die beim Aufprall
Klingen freisetzt, die Schwänze
abtrennen können.","Munición que arroja hojas afiladas
al impactar. Puede cortar colas.","Снаряды, выпускающие при
ударе лезвия, которые достаточно
остры, чтобы отрубить хвост.","Amunicja wyrzucająca
po uderzeniu ostrza,
które mogą odciąć ogon.",,,"Munição que libera lâminas afiadas
no impacto. Pode cortar caudas.","착탄한 지점에 꽂힌 다음
칼날을 흩뿌리는 절단속성 탄.
꼬리 절단도 가능.","切斷屬性彈藥，射進命中處後，刀片
會從中飛散。可以切斷尾巴。","命中后会在原地飞散刀片的弹药。
切断属性使其可以断尾。",,,,,,,,"ذخيرة تخرج نصلًا حادًا عند الاصطدام،
يمكنها قطع الذيول.",,,,,,,,,,,"Munición que arroja hojas
afiladas al impactar.
Puede cortar colas."
8e550ef9-ac52-4daf-aad4-ae810a17ccc8,391456864,Item_IT_53,鉄鉱石,Iron Ore,Minerai de fer,Minerale ferroso,Eisenerz,Hierro,Железная руда,Ruda żelaza,,,Minério de Ferro,철광석,鐵礦石,铁矿石,,,,,,,,خام الحديد,,,,,,,,,,,Hierro
9a067869-1e19-4bc9-9499-074b1bf707b1,4178804061,Item_IT_EXP_53,"鉱脈で採掘できる鉱石。
汎用性に富んだ金属を精製できる。","Ore that can be smelted into a
multi-purpose metal.","Minerai obtenu sur des gisements
miniers. Il peut être fondu en un
métal destiné à de nombreux usages.","Minerale che può essere fuso
in un metallo multifunzionale.","Dieses Erz kann zu einem
vielseitig verwendbaren
Metall geschmolzen werden.","Mineral que puedes fundir
y usar para distintos fines.","Руда, которую можно переплавить
для дальнейшего использования.","Ruda, którą można przetopić
na metal i wykorzystać do wielu
celów.",,,"Minério que pode ser derretido
para formar metal. Usado em
aplicações diversas.","광맥에서 채굴 가능한 광석.
정제하면 범용성이
높은 금속을 얻을 수 있다.","可從礦脈採掘到的礦石。加以精煉
可以提取高泛用性的金屬。","可在矿脉采掘获得的矿石。加以精
炼可以获得高泛用性的金属。",,,,,,,,"خام يمكن إذابته
إلى معدن واستخدامه
في عدة أغراض مختلفة.",,,,,,,,,,,"Fragmento de mineral
que puedes fundir
para distintos fines."
26cb6912-5538-4a14-8cb7-f26033024660,3701696437,Item_IT_54,マカライト鉱石,Machalite Ore,Machalite,Minerale machalite,Machalit-Erz,Machalita,Махалитовая руда,Ruda machalitu,,,Minério de Malaquita,마카라이트광석,燕雀石,燕雀石,,,,,,,,خام ماكالايت,,,,,,,,,,,Machalita
ea80d93d-322d-43a6-9b26-ba0ea0f94ab9,3337901968,Item_IT_EXP_54,"鉱脈で採掘できる鉱石。
鉄鉱石よりも良質な
マカライト鋼に精製できる。","Ore mined from mineral veins.
Refined Machalite Steel is far
sturdier than its iron cousin.","Minerai obtenu sur des gisements
miniers. L'acier de machalite raffiné
est bien plus solide que le fer.","Minerale estratto da una vena.
L'acciaio di machalite raffinato
è più solido del ferro.","Ein Erz aus Mineralienadern.
Raffinierter Machalit-Stahl ist
härter als die Version aus Eisen.","Mineral extraído de vetas.
Su acero es más resistente
aún que el hierro.","Сырьё из минеральной жилы. Сталь
из очищенной махалитовой руды
куда прочнее обычного железа.","Ruda z żył minerałów. Rafinowana
stal machalitowa jest lepsza niż
jej żelazny odpowiednik.",,,"Extraído de veios minerais. Aço
de Malaquita Refinado é muito
mais forte que o seu primo ferro.","광맥에서 채굴 가능한 광석.
철광석보다 품질이 좋은
마카라이트강으로 정제 가능.","可從礦脈採掘到的礦石。可精煉成
比鐵礦石更優質的燕雀鋼。","可在矿脉采掘获得的矿石。可以精
炼出比铁矿石更优质的燕雀钢。",,,,,,,,"خام يُستخرج من الأوردة المعدنية.
فولاذ الماكالايت المصقول
أكثر صلابة بكثير من الحديد.",,,,,,,,,,,"Mineral extraído de vetas. El
acero de machalita refinado es
más resistente que el hierro."
86ecd012-a86e-4dd4-bf17-b24309c063a7,1287199837,Item_IT_55,ドラグライト鉱石,Dragonite Ore,Dragonite,Dragonite,Drachenit-Erz,Dragonita,Драконитовая руда,Ruda dragonitu,,,Minério de Dragonita,드래그라이트광석,輝龍石,辉龙石,,,,,,,,خام الدراغونايت,,,,,,,,,,,Dragonita
9d2f47d7-3cf6-4742-b4e2-e6b6591125a2,381566545,Item_IT_EXP_55,"鉱脈で採掘できる鉱石。
希少価値が高く、強固な
装備の作製に欠かせない。","Ore sourced from mining outcrops.
A rare material coveted for its
durability in armor crafting.","Minerai obtenu sur des gisements
miniers. Matériau rare et résistant,
utilisé pour renforcer les armures.","Minerale estratto dai depositi
minerari. Molto resistente e
richiesto per le armature.","Ein seltenes, an Förderplätzen ab-
gebautes Erz; dank hoher Halt-
barkeit für Rüstungen verwendet.","Mineral obtenido de afloramientos.
Es muy codiciado por los forjadores
de armaduras por su durabilidad.","Редкая руда, металл из которой можно
использовать для изготовления прочных
и долговечных доспехов.","Ruda pozyskiwana z odkrywek.
Rzadki materiał do tworzenia
pancerza, ceniony za wytrzymałość.",,,"Minério de afloramentos rochosos.
Material raro, cobiçado por sua
resistência para forjar armaduras.","광맥에서 채굴 가능한 광석.
희소 가치가 높아,
튼튼한 장비를 제작할 때는 필수.","可從礦脈採掘到的礦石。相當稀有，
是製作堅硬裝備時不可或缺的材料。","可在矿脉采掘获得的矿石，十分稀
有。制作结实的装备时不可或缺。",,,,,,,,"خام مستخرج من نتوءات
التعدين. مادة نادرة مطلوبة
لمتانتها في صناعة الدروع.",,,,,,,,,,,"Mineral obtenido de afloramientos.
Raro y codiciado por su
durabilidad para forjar equipo."
c44667f9-182e-437c-8d8f-9780963e27c4,4128030107,Item_IT_56,カブレライト鉱石,Carbalite Ore,Carbalite,Carbalite,Karbalit-Erz,Carbalita,Карбалитовая руда,Ruda karbalitu,,,Minério de Carbalita,카브레라이트광석,靈鶴石,灵鹤石,,,,,,,,خام الكربالايت,,,,,,,,,,,Carbalita
7c326b07-abe5-47c4-923f-108620f4d040,3921280921,Item_IT_EXP_56,"鉱脈で採掘できる上位鉱石。
研究中の素材だが、かなり良質な
金属が精製できる事が解っている。","Ore obtained from mining outcrops.
Still under research, but known to
yield highly pure metal.","Un minerai très pur, qui fait l'objet
de nombreuses recherches.","Minerale ottenuto dai depositi
minerari. In fase di studio.
Produce metalli purissimi.","Ein an Förderplätzen abgebautes
Erz. Es wird noch untersucht, soll
aber sehr reines Metall enthalten.","Mineral obtenido de afloramientos.
Aún se está investigando,
pero parece ser un metal purísimo.","Эта руда до конца не изучена,
но из неё добывается очень
чистый металл.","Ruda pozyskana z odkrywek.
Nadal badana, ale wiadomo, że
dostarcza wyjątkowo czysty metal.",,,"Surge em afloramentos rochosos.
Famoso por compor metal de alta
pureza. Requer mais pesquisas.","광맥에서 채굴 가능한 상위 광석.
연구 중인 소재지만, 꽤 양질의
금속을 정제할 수 있다고 한다.","可從礦脈採掘到的進階礦石。是尚在
研究中的素材，已知可以精煉出品質
相當好的金屬。","可在矿脉采掘获得的上位矿石。尚
在研究中的素材，已知可精炼出质
量相当好的金属。",,,,,,,,"خام مستخرج من النتوءات الصخرية.
لا يزال قيد البحث، لكنه
معروف باحتوائه معدنًا نقيًا.",,,,,,,,,,,"Mineral obtenido de afloramientos.
Aún está bajo investigación,
pero parece ser un metal muy puro."
eaca3930-694e-4915-99fb-9291dd4bca92,4137031234,Item_IT_57,大地の結晶,Earth Crystal,Cristal de terre,Cristallo terra,Erdkristall,Cristal de tierra,Кристаллическая пыль,Kryształ ziemny,,,Cristal da Terra,대지의 결정,大地結晶,大地结晶,,,,,,,,بلور الأرض,,,,,,,,,,,Cristal de tierra
d0f64edf-0d77-4dc7-8266-44db0ffdb224,1200499074,Item_IT_EXP_57,"鉱脈で採掘できる、微生物の遺骸や
腐敗物が結晶化した石。工房で装備
の研磨材として重宝されている。","Crystallized microbes sourced from
mining outcrops. Coveted as an
abrasive for polishing equipment.","Microbes cristallisés obtenus sur des
gisements miniers. Utilisés comme
abrasif pour polir l'équipement.","Microbi cristallizzati ottenuti
dai depositi minerari. Ottimo
abrasivo per lucidare le armi.","Kristallisierte Mikroben von Förder-
plätzen. Ein beliebtes Schleifmittel
zum Polieren von Ausrüstung.","Microbios cristalizados obtenidos
de afloramientos. Es muy codiciado
por su gran poder de abrasión.","Окаменевшие микроорганизмы.
Популярное средство для
полировки снаряжения.","Skrystalizowane mikroby pozyskiwane z
odkrywek. Używane jako środek
ścierny do polerowania wyposażenia.",,,"Micróbios cristalizados que são
apreciados como abrasivo para
forjar armas.","광맥에서 채굴 가능한 미생물 유해와
부패물이 결정화된 돌. 공방에서
장비 연마재로 귀중하게 취급된다.","微生物的遺骸和腐壞物結晶後產生的
石頭，可從礦脈採掘到。可用作裝備
的研磨材料，在工房頗受重視。","微生物残骸或腐躯结晶化的石头，
可在矿脉采掘获得。在工房中作为
装备打磨材料备受重视。",,,,,,,,"ميكروبات متبلورة مستخرجة
من نتوءات التعدين. مطلوبة
لأنها مادة كاشطة لتنعيم المعدات.",,,,,,,,,,,"Microbios cristalizados obtenidos
de afloramientos. Es muy codiciado
como abrasivo para pulir equipos."
310258cd-864b-467c-9a89-fce617607e9f,4043503791,Item_IT_58,なぞの骨,Mystery Bone,Os mystérieux,Osso misterioso,Geheimnisvoller Knochen,Hueso misterioso,Загадочная кость,Tajemnicza kość,,,Osso Misterioso,수수께끼의 뼈,謎樣的骨,谜之骨,,,,,,,,العظمة الغامضة,,,,,,,,,,,Hueso misterioso
d7148313-648a-45f5-8001-33d577e4c176,2446607558,Item_IT_EXP_58,"骨塚で採取できる、風化した
骨素材。加工に活用できる
ほどの硬度は無い。","A weathered bone taken from
a bonepile. Erosion has left it
too fragile to use in crafting.","Os abîmé venant d'une carcasse.
Trop fragilisé par l'érosion pour
servir de matériau d'artisanat.","Osso consumato prelevato da
alcuni resti. Troppo delicato
per essere utilizzato.","Ein verwitterter Knochen aus
einem Knochenhaufen. Nicht
hart genug zum Verarbeiten.","Hueso erosionado tomado de una
pila de huesos. Tan frágil que
no se puede usar en el forjado.","Побелевшая от времени кость, взятая из
груды костей. Слишком старая и хрупкая,
чтобы что-то из неё сделать.","Zwietrzała kość ze sterty kości.
Przez erozję jest zbyt krucha,
by użyć jej do wytwarzania.",,,"Osso desgastado tirado de uma pilha de
ossos. A erosão o tornou frágil demais
para ser usado na criação de itens.","뼈무덤에서 채취 가능한
풍화된 뼈 소재.
가공할 만큼의 단단함은 없다.","可在骨塚採集到的風化骨素材。
硬度不足以拿來加工。","风化的骨素材，可从骨冢采集到。
硬度不足以拿来加工。",,,,,,,,"عظمة تعرضت للتجوية مأخوذة
من كومة عظام. جعلتها التعرية
ضعيفة ولا تَصلح في الصناعة.",,,,,,,,,,,"Un hueso erosionado tomado
de una pila de huesos. Es tan frágil
que no se puede usar en el forjado."
8367fad4-361b-4224-a2bd-d51d546ae83b,3444243055,Item_IT_59,頑丈な骨,Sturdy Bone,Os solide,Osso resistente,Fester Knochen,Hueso recio,Крепкая кость,Solidna kość,,,Osso Robusto,단단한 뼈,硬質骨頭,硬质骨头,,,,,,,,عظمة متينة,,,,,,,,,,,Hueso fuerte
088526ee-711d-45fe-87a1-d2c32ff4bdf8,2357695297,Item_IT_EXP_59,"骨塚で採取できる、丈夫な骨素材。
その強度の割に、適度な軽さで
扱いやすい素材。","A rigid bone taken from
a bonepile. Durable but
light and easy to handle.","Os venant d'une carcasse.
Résistant, mais léger et
facile à manier.","Osso rigido prelevato da
alcuni resti. Durevole, ma
leggero e maneggevole.","Ein starrer Knochen aus einem
Knochenhaufen. Robust, aber
leicht und gut zu handhaben.","Hueso rígido de una pila
de huesos. Duradero, ligero
y manejable.","Лёгкая, но при этом прочная кость,
извлечённая из груды костей.
Отлично подходит для обработки.","Twarda kość zabrana ze
stosu. Wytrzymała, ale
lekka i prosta w użyciu.",,,"Osso rígido tirado de uma pilha de ossos.
Durável, mas leve e fácil de manusear.","뼈무덤에서 채취 가능한
양질의 뼈 소재. 튼튼하고
적당히 가벼워 다루기 쉽다.","可在骨塚採集到的堅硬骨素材。
硬度雖高，卻不會太重，是相當
好用的素材。","可从骨冢采集的坚硬骨素材。强度
很高，同时也轻巧易用。",,,,,,,,"عظمة صلبة مأخوذة من كومة
عظام. قوية لكنها خفيفة
وسهلة الاستخدام.",,,,,,,,,,,"Un hueso rígido, duradero,
ligero y manejable tomado de
una pila de huesos."
5bd1e9e3-bd64-4329-bfd7-d2be3c4cab4b,4063311241,Item_IT_61,太い獣骨,Colossal Bone,Os massif,Osso colossale,Kolossaler Knochen,Hueso colosal,Толстая кость,Masywna kość,,,Osso Grosso,두꺼운 괴수골,粗獸骨,粗兽骨,,,,,,,,عظمة هائلة,,,,,,,,,,,Hueso colosal
ef5e9f5e-9f1f-4a24-97dc-b0096e69a55f,441970323,Item_IT_EXP_61,"獣種から入手できる大きな骨素材。
工房で切り出されて加工の材料に
される。","A massive bone from a beast.
Carefully cut out and used
for crafting.","Os d'animal énorme. Peut être
transformé pour servir de matériau
afin de fabriquer des objets.","Osso massiccio ottenuto da una
bestia. Tagliato attentamente
e usato per le creazioni.","Ein riesiger Knochen einer
Bestie. Sorgfältig zerlegt und
bereit für die Herstellung.","Hueso gigantesco de una bestia.
Se ha cortado con maestría y se
puede usar como material.","Крупная кость зверя. Обработана
и может использоваться при
создании предметов.","Masywna kość bestii.
Starannie wycięta
i używana do produkcji.",,,"Osso gigante de uma fera.
Talhado com cuidado e usado
para criar equipamentos.","괴수종에게서 얻을 수 있는
커다란 뼈 소재. 공방에서
잘라내 가공 재료로 쓴다.","能從獸種身上獲得的巨大骨素材。
經工房切割後可用作加工材料。","从兽种身上获得的巨大骨素材。
工房切割后可用作加工材料。",,,,,,,,"عظمة ضخمة من وحش.
يتم قطعها بعناية واستخدامها
في الصناعة.",,,,,,,,,,,"Hueso gigantesco de una bestia.
Se cortó con maestría y se puede
usar como material."
3df8345f-ced5-42ce-9743-5b0403658511,908626972,Item_IT_62,いにしえの龍骨,Dragonbone Relic,Relique de dragon,Reliquia dragosso,Drachenknochen-Relikt,Reliquia de dracohueso,Ископ. кость дракона,Relikt ze smoczych kości,,,Relíquia Dragosso,고대의 용골,古老龍骨,古老龙骨,,,,,,,,أثر عظْمة التنين,,,,,,,,,,,Reliquia de dracohueso
d0fa6441-e3cd-4bca-b6ad-8c2950424fa7,226076859,Item_IT_EXP_62,"骨塚で採取できる貴重な上位素材。
はるかなる昔、この地で息絶えた
龍の貴重な骨。","A high-quality bone taken from a
bonepile. The remains of a dragon
that once roamed these lands.","Os de qualité trouvé sur
la carcasse d'un dragon
qui régnait sur ces terres.","Osso di qualità raccolto da
resti di ossa appartenente a un
drago che abitava queste terre.","Hochwertiger Knochen. Über-
rest eines Drachen, der einst
dieses Land durchstreifte.","Hueso de gran calidad. Son los
restos de un dragón que antaño
habitó en estas tierras.","Качественный материал, найденный
в груде костей. Останки дракона,
некогда обитавшего в этих землях.","Wysokiej jakości kość zebrana ze
sterty kości. Szczątki smoka,
niegdyś przemierzającego te ziemie.",,,"Osso de alta qualidade coletado de
pilhas. Os restos de um dragão que
vagava por estas terras.","뼈무덤에서 채취할 수 있는
상위 소재. 옛날에 이 땅에서
숨을 거둔 용의 귀한 뼈.","可在骨塚採集到的貴重進階素材。
是遠古時代在此地逝去的龍留下的
貴重龍骨。","可在骨冢采集到的贵重上位素材。
遥远过往在此地逝去的龙所留下的
贵重龙骨。",,,,,,,,"عظمة عالية الجودة تم أخذُها من أكوام
العظام. بقايا تنين كان يجوب
هذه الأراضي ذات يوم.",,,,,,,,,,,"Hueso de gran calidad tomado de una
pila de huesos. Restos de un dragón
que antaño habitó en estas tierras."
870c1daa-be2f-48cc-b952-1114c3022f23,615779959,Item_IT_83,沙海竜の尻尾,Balahara Tail,Queue Balahara,Balahara: coda,Balahara-Schwanz,Cola de Balahara,Хвост балахары,Ogon Balahary,,,Cauda de Balahara,사해룡의 꼬리,沙海龍的尾巴,沙海龙的尾巴,,,,,,,,ذيل بالاهارا,,,,,,,,,,,Cola de Balahara
10773354-f4ac-4945-8a56-d26269b1e5b6,353505429,Item_IT_EXP_83,"バーラハーラの尻尾。
大きくねじれた独特の形状で、
地中を進む推進力を生み出す。","A Balahara tail. Its unique, twisted
shape allows it to propel itself
through earth with great force.","Une queue de Balahara. Sa forme
vrillée unique permet au monstre
de sillonner les sables sans peine.","Coda di Balahara. La sua forma unica
e attorcigliata gli permette di spingersi
con forza attraverso la terra.","Die in sich gedrehte Form
ermöglicht kraftvolles Gleiten
durch Sand.","Cola de Balahara. Su extraña forma
retorcida le permite propulsarse
a través de la tierra con fuerza.","Хвост балахары. Его уникальная
форма позволяет балахаре быстро
перемещаться под землёй.","Ogon Balahary. Jego wyjątkowy,
skręcony kształt pozwala mu
poruszać się w ziemi z wielką siłą.",,,"Cauda de Balahara. Seu formato
único e retorcido permite que se
impulsione pela terra com força.","발라하라의 꼬리.
크게 비틀린 독특한 형태가
땅속을 나아가는 추진력을 만든다.","沙海龍的尾巴。獨特的螺旋形狀能
產生推動力，有助沙海龍在地下
移動。","沙海龙的尾巴。利用独特的螺旋形
状产生推动力，能让沙海龙在地下
穿梭。",,,,,,,,"ذيل (بالاهارا). شكله الملتوي الفريد
يسمح له بالاندفاع عبر الأرض
بقوة كبيرة.",,,,,,,,,,,"Cola de Balahara. Su particular
forma retorcida le permite
impulsarse a través de la tierra."
24e8ee47-b4be-4a59-b990-4b1170d199bd,2837994015,Item_IT_704,沙海竜の黒真珠,Balahara Black Pearl,Perle noire Balahara,Balahara: perla nera,Balahara-Schwarzperle,Perla negra de Balahara,Чёрная жемч. балахары,Czarna perła Balahary,,,Pérola Negra de Balahara,사해룡의 흑진주,沙海龍的黑珍珠,沙海龙的黑珍珠,,,,,,,,لؤلؤة بالاهارا سوداء,,,,,,,,,,,Perla negra de Balahara
fbf86b8c-2930-4ce9-a35a-cfe625b414b5,3124830378,Item_IT_EXP_704,"バーラハーラが体内に取り込んだ
鉱石が、年月をかけて真珠のような
玉石になったもの。非常に美しい。","A jewel formed from ore that
spent years inside a Balahara.
Bewitchingly beautiful.","Un joyau à la beauté envoûtante,
né de l'agrégat de minerais ingérés
par un Balahara.","Un gioiello formato da un minerale
rimasto per anni all'interno di un
Balahara. Di una bellezza ammaliante.","Ein Juwel, das sich im Innern
eines Balahara aus Erz geformt
hat. Es ist betörend schön.","Joya creada a partir de un mineral
incrustado dentro de un Balahara
durante años. Muy cautivadora.","Роскошная драгоценность,
много лет формировавшаяся
из минералов в теле балахары.","Klejnot wykonany z rudy, która
spędziła długie lata wewnątrz
Balahary. Urzekająco piękny.",,,"Joia formada a partir de minério
que ficou dentro de um Balahara
por anos. Encantadoramente bela.","발라하라가 체내에 흡수한
광석이 세월을 거쳐 진주와 같은
옥석으로 변한 것. 매우 아름답다.","此宛如珍珠般的玉石本是沙海龍
體內的礦石，歷經歲月變成現在
美麗的模樣。","本是沙海龙体内的矿石，历经岁月
后变成了珍珠般的玉石，十分美丽。",,,,,,,,"جوهرة تشكلت من خامة قضت سنوات داخل بالاهارا.
جميلة بشكل ساحر.",,,,,,,,,,,"Una joya creada de un mineral
incrustado dentro de un Balahara
durante años. Muy cautivadora."
85308c8d-cedd-4eb6-a6bf-9fdcc73784a2,2138623714,Item_IT_92,竜玉,Wyvern Gem,Gemme de wyverne,Gemma wyvern,Wyvern-Stein,Gema de wyvern,Самоцвет виверны,Klejnot wiwerny,,,Gema de Serpe,용옥,龍玉,龙玉,,,,,,,,جوهرة وايفرن,,,,,,,,,,,Gema de wyvern
a3a13644-5f02-4112-8bb3-8155419d7e1b,463694162,Item_IT_EXP_92,"竜の体内に長年蓄積された
不純物が、結石という形に
なったもの。特異な物質。","Throughout a wyvern's life,
impurities gather and form
this peculiar gem.","Pierre composée d'impuretés
agglomérées au cours de
la vie d'une wyverne.","Una gemma che
si forma all'interno
del corpo dei wyvern.","Während eines Wyvernlebens
sammeln sich Fremdstoffe an
und formen diesen Stein.","Las impurezas acumuladas
a lo largo de la vida de los
wyverns forman esta piedra.","При жизни виверны вся грязь
в её теле собирается в одном
месте, образуя самоцвет.","Przez całe życie wiwerny, 
nieczystości zbierają się
i tworzą ten osobliwy klejnot.",,,"Durante a vida de um serpe,
impurezas se acumulam e
formam essa gema peculiar.","용의 체내에 오랜 세월 축적된
불순물이 결석이라는 형태가
됐다. 특이한 물질.","由長年累積在龍體內的不純物質
形成，如同結石般的特殊物質。","在龙体内常年累积的不纯物质，最
终变成近似结石形态的特殊物质。",,,,,,,,"خلال حياة وايفرن،
تتجمع الشوائب مكوّنةً هذه
الجوهرة غير المعتادة.",,,,,,,,,,,"Las impurezas acumuladas
a lo largo de la vida de los
wyverns forman esta piedra."
b2ca64bf-3408-472c-aa5b-29e718ec3329,2363495711,Item_IT_93,草食種の甲殻,Herbivore Shell,Carapace d'herbivore,Corazza di erbivoro,Pflanzenfresser-Panzer,Caparazón de herbívoro,Щитки травоядного,Skorupa roślinożercy,,,Carapaça de Herbívoro,초식종의 갑각,草食種的甲殼,草食种的甲壳,,,,,,,,صدفة وحش آكل للنبات,,,,,,,,,,,Coraza de herbívoro
fab4d77d-d479-4a50-b2ca-e68ea786ffd4,1216875511,Item_IT_EXP_93,"草食種から採れる甲殻。
小型のモンスターの中では
それなりの硬度がある。","Part of a shell taken from an
herbivore. Relatively sturdy for
a small monster material.","Morceau de carapace provenant
d'un herbivore. Plutôt robuste pour
un matériau de petit monstre.","Parte di una corazza di un mostro
erbivoro. Materiale piuttosto robusto
nonostante sia di un mostro piccolo.","Panzer eines Pflanzenfressers.
Relativ stabil dafür, dass er von
einem kleinen Monster stammt.","Parte de un caparazón obtenida de
una criatura herbívora. Muy dura
para ser de un monstruo pequeño.","Часть панциря травоядного
животного. На удивление прочная
для материала с мелкого монстра.","Część skorupy roślinożercy.
Stosunkowo wytrzymała jak
na materiał z małego potwora.",,,"Parte de uma carapaça retirada de
um herbívoro. Bem resistente para
um material de monstro pequeno.","초식종의 갑각.
소형 몬스터 중에서는
나름대로 경도가 있는 편.","可從草食種魔物採集的甲殼。
在小型魔物素材當中算是比較硬。","从草食种怪物身上取得的甲壳。
以小型怪物而言，硬度还算不错。",,,,,,,,"جزء من صدفة مأخوذة من وحش آكل للنبات.
متينة بالنسبة إلى مادة وحش صغير.",,,,,,,,,,,"Parte de un caparazón obtenida
de un herbívoro. Bastante dura
para ser de un monstruo pequeño."
fee2cb61-83e6-45ff-ae91-12431476032e,3041732528,Item_IT_98,鋭利な牙,Acute Fang,Croc aigu,Zanna appuntita,Spitzer Reißzahn,Colmillo agudo,Заострённый клык,Szpiczasty kieł,,,Presa Aguçada,예리한 이빨,銳利的牙,锐利的牙,,,,,,,,الناب الثاقب,,,,,,,,,,,Colmillo punzante
fcc85892-c7c1-45bf-8f5f-725d6f95e6f4,1902154042,Item_IT_EXP_98,"様々な形状がある牙の総称。
小ぶりだが、小型モンスターの
鱗程度であれば簡単に貫ける。","Fangs come in many shapes
and sizes. This one is small
but can still pierce scale.","Les crocs varient en forme
et en taille. Celui-là est petit
mais peut percer les écailles.","Si trovano zanne di ogni
forma o dimensione: questa è
piccola, ma efficace.","Es gibt viele verschiedene
Reißzähne. Dieser ist klein,
durchbohrt aber Schuppen.","Hay colmillos de todo tipo.
Este es pequeño, pero puede
perforar escamas.","Клыки бывают разных форм
и размеров. Этот мал,
но пронзает чешую.","Kły mają różne kształty
i rozmiary. Ten jest mały,
ale i tak przebije łuskę.",,,"Presas vem em diferentes
formas e tamanhos. Esta é
pequena, mas perfura escama.","다양한 형태가 있는 이빨의
총칭. 작지만 소형 몬스터의
비늘은 간단히 꿰뚫는다.","各式各樣不同形狀的牙齒總稱。
體積不大，卻能輕易貫穿小型
魔物的鱗片。","各种形状牙齿的总称。虽然小巧，
却能轻易刺穿小型怪物的鳞片。",,,,,,,,"تتوفر الأنياب بأشكال وأحجام
كثيرة. إنه صغير لكن لا
يزال بإمكانه اختراق القشور.",,,,,,,,,,,"Hay colmillos de todo tipo.
Este es pequeño, pero puede
perforar escamas."
6c98da56-5c92-46c8-8f6b-68ff54b20958,790510957,Item_IT_99,モンスターのフン,Dung,Bouse,Letame,Dung,Boñiga,Помёт,Gnój,,,Esterco,몬스터의 대변,魔物的糞,怪物的粪,,,,,,,,روث,,,,,,,,,,,Estiércol
