guid,crc?,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Unused,Unused,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Arabic,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,LatinAmericanSpanish
eb001f52-f909-4a26-88f0-2783cbb345a7,1427052434,Item_IT_EXP_84,"チャタカブラの顎部分の甲殻。
分厚い皮のような質感と突き出た
堅い突起は独特な手触り。","The mandible plating of a
Chatacabra. Hard protrusions
stud the thick but supple leather.","Cuirasse de mandibule d'un
Chatacabra. Des protubérances
parsèment le cuir souple.","Placche mandibolari di
Chatacabra. Dure protuberanze
costellano la pelle flessibile.","Die Kieferplatte eines Chatacabra.
Das feste, aber biegsame Leder
ist mit harten Fortsätzen übersät.","Revestimiento de la mandíbula del
Chatacabra. Sus protuberancias
tachonan el flexible cuero.","Толстая, но упругая пластина
с нижней челюсти чатакабры,
усеянная твёрдыми наростами.","Poszycie żuchwy Chatacabry.
Twarde wypustki wbijają się
w grubą, ale elastyczną skórę.",,,"A placa da mandíbula de um
Chatacabra. Couro grosso, mas
macio, cheio de saliências duras.","차타카브라의 턱에 있는 갑각.
두꺼운 가죽 질감과 단단한
돌기는 촉감이 독특하다.","纏蛙下顎部分的甲殼。厚重的皮和
堅硬的突起物有著獨特觸感。","缠蛙颚部的甲壳。厚实皮革般的质
地与坚硬的突起赋予它独特的手感。",,,,,,,,"طبقة الفك السفلي
لوحش (تشاتاكابرا). نتوءات صلبة
تُرصِّع جلدًا سميكًا، لكنه مرن.",,,,,,,,,,,"Revestimiento de la mandíbula de
un Chatacabra. Duras protuberancias
adornan el grueso y flexible cuero."
3afaef4e-b495-4acb-880d-f94a42ab17c8,1296825677,Item_IT_85,纏蛙の皮,Chatacabra Hide,Peau Chatacabra,Chatacabra: pelle,Chatacabra-Haut,Piel de Chatacabra,Шкура чатакабры,Skóra Chatacabry,,,Couro de Chatacabra,전와의 가죽,纏蛙的皮,缠蛙的皮,,,,,,,,جلد تشاتاكابرا,,,,,,,,,,,Piel de Chatacabra
3dad2854-7b14-4ee8-af4a-56b19df459ca,2969687975,Item_IT_EXP_85,"チャタカブラの皮。大食いという
生態に適応した伸縮性を備え、
加工でも扱いやすい素材。","The thick hide of a Chatacabra.
Elastic and easy to mold thanks to
the monster's gluttonous diet.","La peau épaisse d'un Chatacabra,
élastique et malléable en raison du
régime vorace du monstre.","Pelle spessa di Chatacabra.
Elastica e modellabile, grazie
alla dieta vorace del mostro. ","Die dicke Haut eines Chatacabra.
Elastisch und gut formbar, da
dieses Monster extrem viel frisst.","Piel gruesa de un Chatacabra.
Elástica y fácil de moldear,
gracias a su insaciable dieta.","Толстая шкура чатакабры. Эти
монстры прожорливы, поэтому шкура
эластична и легко обрабатывается.","Gruba skóra z Chatacabry.
Jak na takiego żarłoka przystało,
jest sprężysta i plastyczna.",,,"Couro grosso de um Chatacabra.
Elástico e fácil de moldar graças
à dieta gulosa do monstro.","차타카브라의 가죽.
대식가라는 습성에 걸맞은
신축성을 지녀 가공하기 쉽다.","纏蛙的皮。伸縮性足以配合纏蛙的
龐大食量，亦易於加工處理。","缠蛙的外皮。其弹性足以适应缠蛙
巨大的食量，也是一种便于加工的
素材。",,,,,,,,"الجلد السميك لوحش (تشاتاكابرا).
مقدار المرونة التي يحتاجها مثل هذا الوحش الشره
يجعل جلده سهل التشكيل.",,,,,,,,,,,"Piel gruesa de un Chatacabra.
Elástica y facil de moldear,
gracias a su insaciable dieta."
675652f0-e863-4d81-9467-e135c19e05e0,501838450,Item_IT_86,纏蛙の纏甲,Chatacabra Shell,Carapace Chatacabra,Chatacabra: corazza,Chatacabra-Panzer,Caparazón de Chatacabra,Щитки чатакабры,Skorupa Chatacabry,,,Casco de Chatacabra,전와의 전갑,纏蛙的纏甲,缠蛙的缠甲,,,,,,,,صدفة تشاتاكابرا,,,,,,,,,,,Coraza de Chatacabra
98f78a05-f0df-4135-8762-0d876533f485,411980116,Item_IT_EXP_86,"チャタカブラの前脚を覆う甲殻。
事ある毎に舐められていたことで
滑らかな質感と硬さを併せ持つ。","Plating that covers a Chatacabra's
forelimbs. A lifetime of licking has
left it both smooth and sturdy.","Plaques couvrant les pattes du Chatacabra.
Rendues lisses et solides par le passage
quotidien de sa langue râpeuse.","Placche degli arti anteriori di
Chatacabra. La saliva del mostro
le ha rese lisce e resistenti.","Die Platte von den Vorderbeinen
eines Chatacabra. All das Ablecken
hat sie glatt und stabil gemacht.","Revestimiento de las extremidades
del Chatacabra. Tanto lametón
lo ha vuelto liso y resistente.","Пластина с передних лап.
Прочная и гладкая, поскольку
монстр часто её облизывает.","Powłoka pokrywająca przednie łapy
Chatacabry. Dzięki długoletniemu
lizaniu jest gładka i wytrzymała.",,,"Placas que cobrem os braços de um
Chatacabra. Uma vida de lambidas
as deixou lisas e resistentes.","차타카브라의 앞다리를 덮는
갑각. 항상 핥아 대는 부위라
매끄러우면서 단단하다.","覆蓋著纏蛙前腳的甲殼。因為經常被
舔舐，因此兼具滑順質感和硬度。","覆盖缠蛙前肢的甲壳。由于缠蛙经
常会舔舐这个部位，使得它兼具了
光滑质感与硬度。",,,,,,,,"طبقة تغطي الأطراف الأمامية لوحش (تشاتاكابرا).
أدى اللعق المتواصل للصدفة
إلى جعلها ملساء وقوية على حد سواء.",,,,,,,,,,,"Capa de las patas delanteras de
un Chatacabra. Tanto lengüetazo
la dejó lisa y resistente."
ea409726-51b4-419f-8e3d-77a26856fdfb,399837915,Item_IT_87,纏蛙の鱗,Chatacabra Scale,Écaille Chatacabra,Chatacabra: scaglia,Chatacabra-Schuppe,Escama de Chatacabra,Чешуя чатакабры,Łuska Chatacabry,,,Escama de Chatacabra,전와의 비늘,纏蛙的鱗,缠蛙的鳞,,,,,,,,قشرة تشاتاكابرا,,,,,,,,,,,Escama de Chatacabra
8ca68024-92f5-40ca-a126-d6f7e6311789,1739688581,Item_IT_EXP_87,"チャタカブラの鱗。
ゴツゴツした部分の鱗は特に硬く、
武具の素材に適している。","A jagged scale from a Chatacabra's
hide, especially tough and well
suited for use in crafting armor.","Écaille dentelée de Chatacabra.
Coriace, elle est tout indiquée
pour l'artisanat.","Scaglia dentellata della pelle
del Chatacabra. Molto solida,
ideale per creare corazze.","Die gezackte Schuppe eines
Chatacabra. Sehr robust und
gut für Rüstung geeignet.","Escama serrada de la piel de un
Chatacabra. Es tan dura que resulta
idónea para fabricar armaduras.","Крепкие неровные чешуйки со
шкуры чатакабры отлично подходят
для изготовления доспехов.","Postrzępiona łuska ze skóry 
Chatacabry, szczególnie twarda i
nadająca się do wytwarzania pancerza.",,,"Escama serrilhada do couro de um
Chatacabra, especialmente dura e
adequada para criar armaduras.","차타카브라의 비늘.
울퉁불퉁한 비늘은 특히 단단해
장비 소재로 쓰기 적합하다.","纏蛙的鱗。鱗片上的粗糙部分特別
堅硬，是適合用於製作裝備的素材。","缠蛙的鳞片。粗糙部位的鳞片特别
坚硬，适合用作武具的素材。",,,,,,,,"قشرة مسننة من جلد (تشاتاكابرا)،
متينة للغاية ومناسبة تمامًا
للاستخدام في صناعة الدروع.",,,,,,,,,,,"Escama serrada de la piel de un
Chatacabra. Es tan dura que es
buena para fabricar armaduras."
3ff17168-a8af-403f-aac9-1d49434b8508,1455104912,Item_IT_88,炎尾竜の鱗,Quematrice Scale,Écaille Quematrice,Quematrice: scaglia,Quematrice-Schuppe,Escama de Quematrice,Чешуя кематриса,Łuska Chematrice'a,,,Escama de Quematrice,염미룡의 비늘,炎尾龍的鱗,炎尾龙的鳞,,,,,,,,قشرة كيماتريس,,,,,,,,,,,Escama de Quematrice
f02d40b8-1be2-4c05-a435-6b21d78047d9,3300035864,Item_IT_EXP_88,"ケマトリスの鱗。
細かい鱗はヤスリ状になっており、
武具の研磨にも用いられる。","The scale of a Quematrice. Its
fine texture acts as a natural file
used to grind and polish armor.","Écaille de Quematrice.
Sa texture fine fait office de
lime servant à polir l'armure.","Scaglia di un Quematrice. La
consistenza la rende una lima
per affilare e lucidare corazze.","Die Schuppe eines Quematrice.
Ihre Struktur wirkt als natürliche
Feile zum Polieren von Rüstung.","Escama de un Quematrice cuya
delicada textura sirve de lima
para amolar y pulir armaduras.","Шершавая чешуя кематриса служит
заменой напильнику. Подходит для
шлифовки и полировки доспехов.","Łuska Chematrice'a. Jej drobna
tekstura to naturalny pilnik do
szlifowania i polerowania zbroi.",,,"Escama de Quematrice. Sua fina
textura é como uma lima natural,
usada para lixar e polir armaduras.","케마트리스의 비늘.
줄칼처럼 생긴 미세한 비늘은
장비를 연마할 때도 쓴다.","炎尾龍的鱗。細小的鱗片呈銼刀狀，
打磨裝備時也會用上。","炎尾龙的鳞片。细小的鳞片呈锉刀
状，亦可用于研磨武具。",,,,,,,,"قشرة وحش (كيماتريس).
بنيتها الدقيقة تعمل كمِبرَد طبيعي
يُستخدم لشحذ الدروع وتلميعها.",,,,,,,,,,,"Escama de un Quematrice.
Su textura actúa como una lima
para amolar y pulir armaduras."
085a2e06-190f-4bbd-bb21-1fa5681f16eb,4017259922,Item_IT_89,炎尾竜の皮,Quematrice Hide,Peau Quematrice,Quematrice: pelle,Quematrice-Haut,Piel de Quematrice,Шкура кематриса,Skóra Chematrice'a,,,Couro de Quematrice,염미룡의 가죽,炎尾龍的皮,炎尾龙的皮,,,,,,,,جلد كيماتريس,,,,,,,,,,,Piel de Quematrice
ee3c4762-fb30-421c-bdfd-15bbf9bfa006,3627180649,Item_IT_EXP_89,"ケマトリスの皮。
ヒダ状であっても意外と厚みが
あり、耐火性にも優れている。","The hide of a Quematrice. Quite
thick despite its wrinkly form,
it is highly resistant to fire.","Peau de Quematrice. Très épaisse
malgré sa forme plissée mais aussi
très résistante au feu.","Pelle di un Quematrice. Molto
spessa e dall'aspetto rugoso, ma
resiste bene al fuoco.","Die Haut eines Quematrice.
Trotz der Falten sehr dick
und äußerst feuerbeständig.","Piel de un Quematrice bastante
gruesa a pesar de sus arrugas.
Resiste bastante bien el fuego.","Шкура кематриса покрыта
складками, но довольно толстая.
Прекрасно защищает от огня.","Skóra Chematrice'a. Mimo 
pomarszczonej tekstury jest
dość gruba i ognioodporna.",,,"O couro de um Quematrice. É
bem grosso apesar de enrugado.
Bastante resistente ao fogo.","케마트리스의 가죽.
주름졌지만 의외로
두껍고 내화 성능도 높다.","炎尾龍的皮。雖呈皺褶狀，但意外
厚實，耐火度也相當出色。","炎尾龙的外皮。虽然外表呈褶皱状，
但意外地厚实，防火性能出色。",,,,,,,,"جلد وحش (كيماتريس).
سميك للغاية بالرغم من شكله المتجعد،
ويتمتع بمقاومة عالية للنار.",,,,,,,,,,,"Piel de un Quematrice. Es bastante
gruesa a pesar de sus arrugas.
Es altamente resistente al fuego."
edbe99f6-135d-45d5-aa5b-319d20a63f56,225694051,Item_IT_90,炎尾竜のトサカ,Quematrice Crest,Crête Quematrice,Quematrice: cresta,Quematrice-Kamm,Cresta de Quematrice,Гребень кематриса,Grzebień Chematrice'a,,,Crista de Quematrice,염미룡의 볏,炎尾龍的頭冠,炎尾龙的头冠,,,,,,,,عُرف كيماتريس,,,,,,,,,,,Cresta de Quematrice
7f2ed0f7-718a-4867-bc4b-b9c25b3e15a7,55116309,Item_IT_EXP_90,"ケマトリスのトサカ。
ひときわ目立つ赤色は、外敵を
牽制する効果があるという。","The crest of a Quematrice. Its
flamboyant red color serves as
a decoy to would-be predators.","Crête de Quematrice. Sa couleur
rouge vif leurre les prédateurs.","Cresta di un Quematrice. Il
colore rosso accesso è un'esca
per eventuali predatori.","Der Kamm eines Quematrice.
Die auffällige rote Färbung dient
zur Ablenkung von Fressfeinden.","Cresta de un Quematrice. Su
vistoso color rojo sirve para
engañar a posibles depredadores.","Гребень кематриса. Ярко-красный
цвет помогает монстру привлекать
внимание незадачливых хищников.","Grzebień Chematrice'a. Jego ogniście
czerwony kolor to ostrzeżenie
dla potencjalnego wroga.",,,"Exuberante crista de Quematrice.
Sua cor vermelha serve de alerta
para potenciais predadores.","케마트리스의 볏.
유난히 눈에 띄는 붉은색에는
외적 견제 효과가 있다고 한다.","炎尾龍的頭冠。格外顯眼的紅色據說
有震攝敵人的效果。","炎尾龙的头冠。醒目而抢眼的红色
据说还有牵制外敌的效果。",,,,,,,,"عُرف وحش (كيماتريس).
لونه الأحمر المتوهج يعمل
كشرَك للمفترسات المحتملة.",,,,,,,,,,,"Cresta de un Quematrice.
Su vistoso color rojo sirve para
engañar a posibles depredadores."
392462a0-6153-4bf0-9318-4696f4b8e612,4098762641,Item_IT_91,炎尾竜の尻尾,Quematrice Tail,Queue Quematrice,Quematrice: coda,Quematrice-Schwanz,Cola de Quematrice,Хвост кематриса,Ogon Chematrice'a,,,Cauda de Quematrice,염미룡의 꼬리,炎尾龍的尾巴,炎尾龙的尾巴,,,,,,,,ذيل كيماتريس,,,,,,,,,,,Cola de Quematrice
b397fa27-2052-4273-a71c-d46c7db41d80,819569124,Item_IT_EXP_91,"ケマトリスの尻尾。ヒダ状の皮が
複数連なり、それらが擦れ合う
ことで火花を発する性質をもつ。","The tail of a Quematrice. Its
many pleats scrape against
each other to create sparks.","Queue de Quematrice. Ses nombreux
plis génèrent des étincelles par effet
de friction.","Coda di un Quematrice. Le
numerose pieghe strisciano tra
loro generando scintille.","Der Schwanz eines Quematrice.
Die vielen Falten reiben anein-
ander, um Funken zu erzeugen.","Cola de un Quematrice con
múltiples pliegues que frota
entre sí para generar chispas.","Хвост кематриса покрыт жёсткими
пластинами, которые трутся друг
о друга, высекая искры.","Ogon Chematrice'a. Gdy fałdy
na ogonie ocierają się o siebie,
powstają iskry.",,,"A cauda de um Quematrice. Suas
muitas pregas se raspam umas
nas outras para criar faíscas.","케마트리스의 꼬리. 여러 장
겹친 주름진 가죽들을 마찰시켜
불꽃을 만들어 낸다.","炎尾龍的尾巴。皺褶狀的皮層層
相連，互相摩擦時會產生火花。","炎尾龙的尾巴。褶皱状的皮层层相
连，摩擦时会迸出火花。",,,,,,,,"ذيل وحش (كيماتريس).
تحتك طياته العديدة ببعضها
لإحداث شرر.",,,,,,,,,,,"Cola de un Quematrice.
Sus múltiples pliegues se frotan
entre sí para generar chispas."
85308c8d-cedd-4eb6-a6bf-9fdcc73784a2,2138623714,Item_IT_92,竜玉,Wyvern Gem,Gemme de wyverne,Gemma wyvern,Wyvern-Stein,Gema de wyvern,Самоцвет виверны,Klejnot wiwerny,,,Gema de Serpe,용옥,龍玉,龙玉,,,,,,,,جوهرة وايفرن,,,,,,,,,,,Gema de wyvern
a3a13644-5f02-4112-8bb3-8155419d7e1b,463694162,Item_IT_EXP_92,"竜の体内に長年蓄積された
不純物が、結石という形に
なったもの。特異な物質。","Throughout a wyvern's life,
impurities gather and form
this peculiar gem.","Pierre composée d'impuretés
agglomérées au cours de
la vie d'une wyverne.","Una gemma che
si forma all'interno
del corpo dei wyvern.","Während eines Wyvernlebens
sammeln sich Fremdstoffe an
und formen diesen Stein.","Las impurezas acumuladas
a lo largo de la vida de los
wyverns forman esta piedra.","При жизни виверны вся грязь
в её теле собирается в одном
месте, образуя самоцвет.","Przez całe życie wiwerny, 
nieczystości zbierają się
i tworzą ten osobliwy klejnot.",,,"Durante a vida de um serpe,
impurezas se acumulam e
formam essa gema peculiar.","용의 체내에 오랜 세월 축적된
불순물이 결석이라는 형태가
됐다. 특이한 물질.","由長年累積在龍體內的不純物質
形成，如同結石般的特殊物質。","在龙体内常年累积的不纯物质，最
终变成近似结石形态的特殊物质。",,,,,,,,"خلال حياة وايفرن،
تتجمع الشوائب مكوّنةً هذه
الجوهرة غير المعتادة.",,,,,,,,,,,"Las impurezas acumuladas
a lo largo de la vida de los
wyverns forman esta piedra."
afbf235d-1ddd-44f7-9c35-0ef1a9f0eba4,2566434336,Item_IT_664,護竜の毛皮,Guardian Pelt,Pelage Gardien,Pelle di guardiano,Wächterpelz,Pelaje de Guardián,Шкура стража,Skóra Strażnika,,,Pelica de Guardião,수호룡의 모피,護龍的毛皮,护龙的毛皮,,,,,,,,فرو وحش حارس,,,,,,,,,,,Pelaje de Guardián
9ff73067-0588-4b27-9da7-3debb4fd1a75,565972607,Item_IT_EXP_664,"未知なる成分を含んだ護竜の毛皮。
白く変色しており、エネルギーが
蓄えられているようにも見える。","Contains an unknown substance.
It has lost any color it previously
had and courses with energy.","Contient une substance inconnue.
Il a certes perdu ses couleurs mais
est parcouru d'énergie.","Contiene una sostanza
sconosciuta. Ha perso colore ma
è ricca di energia.","Enthält eine unbekannte Substanz,
die längst ausgeblichen ist und
voller Energie steckt.","Contiene una sustancia no
conocida. Pese a haber perdido
su color, aún conserva la energía.","Содержит неизвестное вещество.
Цвет давно утрачен, но энергия
никуда не делась.","Zawiera nieznaną substancję i
tętni energią. Dawny kolor
przepadł na zawsze.",,,"Contém um elemento desconhecido
que perdeu toda a cor que tinha
e parece armazenar energia.","미지의 성분을 함유한 수호룡의
모피. 하얗게 변색해 에너지가
축적된 것처럼도 보인다.","含有未知成分的護龍毛皮。變成了
白色，看起來像是蓄積了能量。","含有未知成分的护龙毛皮。颜色变
成了白色，看起来仿佛积蓄着能量
一般。",,,,,,,,"يحتوي على مادة مجهولة.
فقدت أي لون كانت تمتلكه سابقًا
وتموج بالطاقة.",,,,,,,,,,,"Contiene una sustancia desconocida.
Ha perdido el color que tenía antes
y en su interior fluye la energía."
e7aa52ac-6c6c-4bed-b68c-9d5d225ff59a,2447074120,Item_IT_665,護竜の上毛皮,Guardian Pelt+,Pelage Gardien +,Pelle di guardiano+,Wächterpelz+,Pelaje de Guardián+,Шкура стража+,Skóra Strażnika+,,,Pelica de Guardião+,수호룡의 모피+,護龍的上毛皮,护龙的上等毛皮,,,,,,,,فرو وحش حارس+,,,,,,,,,,,Pelaje de Guardián+
1e6c3c7a-3cd0-4777-85c6-1b13c13ba993,3789741427,Item_IT_EXP_665,"上質な護竜の毛皮。本来の毛皮より
なめらかできめ細かく、素材として
の強度も上がっている。","A high-quality Guardian pelt.
Exceptionally smooth and tough.","Beau pelage de Gardien.
Extrêmement doux et résistant.","Pelle di guardiano di alta
qualità. Incredibilmente liscia
e resistente.","Ein hochwertiger Wächterpelz.
Außerordentlich glatt und robust.","Pelaje de Guardián de gran
calidad. Es increíblemente
suave y resistente.","Качественная шкура стража.
Исключительно гладкая и прочная.","Wysokiej jakości skóra ze
Strażnika. Wyjątkowo gładka
i wytrzymała.",,,"Pelica de guardião de alta
qualidade. Excepcionalmente
suave e resistente.","수호룡의 질 좋은 모피.
본래 모피보다 부드럽고
섬세하며, 강도도 높아졌다.","優質的護龍毛皮。比本來的毛皮光滑
細緻，用作素材時強度也有提升。","护龙的优质毛皮。比起原有的毛皮
更为光滑细腻，作为素材的强度也
更上一层楼。",,,,,,,,"فرو وحش حارس عالي الجودة.
فائق النعومة والمتانة.",,,,,,,,,,,"La piel de alta calidad de un
Guardián. Muy suave y
resistente."
b2ca64bf-3408-472c-aa5b-29e718ec3329,2363495711,Item_IT_93,草食種の甲殻,Herbivore Shell,Carapace d'herbivore,Corazza di erbivoro,Pflanzenfresser-Panzer,Caparazón de herbívoro,Щитки травоядного,Skorupa roślinożercy,,,Casco de Herbívoro,초식종의 갑각,草食種的甲殼,草食种的甲壳,,,,,,,,صدفة وحش آكل للنبات,,,,,,,,,,,Coraza de herbívoro
fab4d77d-d479-4a50-b2ca-e68ea786ffd4,1216875511,Item_IT_EXP_93,"草食種から採れる甲殻。
小型のモンスターの中では
それなりの硬度がある。","Part of a shell taken from an
herbivore. Relatively sturdy for
a small monster material.","Morceau de carapace provenant
d'un herbivore. Plutôt robuste pour
un matériau de petit monstre.","Parte di una corazza di un mostro
erbivoro. Materiale piuttosto robusto
nonostante sia di un mostro piccolo.","Panzer eines Pflanzenfressers.
Relativ stabil dafür, dass er von
einem kleinen Monster stammt.","Parte de un caparazón obtenida de
una criatura herbívora. Muy dura
para ser de un monstruo pequeño.","Часть панциря травоядного
животного. На удивление прочная
для материала с мелкого монстра.","Część skorupy roślinożercy.
Stosunkowo wytrzymała jak
na materiał z małego potwora.",,,"Parte de uma carapaça retirada de
um herbívoro. Bem resistente para
um material de monstro pequeno.","초식종의 갑각.
소형 몬스터 중에서는
나름대로 경도가 있는 편.","可從草食種魔物採集的甲殼。
在小型魔物素材當中算是比較硬。","从草食种怪物身上取得的甲壳。
以小型怪物而言，硬度还算不错。",,,,,,,,"جزء من صدفة مأخوذة من وحش آكل للنبات.
متينة بالنسبة إلى مادة وحش صغير.",,,,,,,,,,,"Parte de un caparazón obtenida
de un herbívoro. Bastante dura
para ser de un monstruo pequeño."
b78f2eb8-2c4f-470e-b68b-c1359714452b,3385492804,Item_IT_94,ブブラチカの甲殻,Bulaqchi Shell,Carapace Bulaqchi,Bulaqchi: corazza,Bulaqchi-Panzer,Caparazón de Bulaqchi,Оболочка булакчи,Skorupa Bulaqchi,,,Casco de Bulaqchi,브브라치카의 갑각,血刺蟲的甲殼,血盗虫的甲壳,,,,,,,,صدفة بولاقشي,,,,,,,,,,,Coraza de Bulaqchi
7692a44c-4cd7-4842-bf64-c6c9dead1121,3942549010,Item_IT_EXP_94,"ブブラチカの甲殻。
優れた耐久性と軽さを兼ね備えて
おり、加工もしやすい。","A Bulaqchi shell. Great for
crafting thanks to its advanced
durability and light weight.","Carapace de Bulaqchi. Idéale
pour l'artisanat grâce à sa
résistance et sa légèreté.","Corazza di Bulaqchi. Ottima per
le creazioni grazie alla sua
grande resistenza e leggerezza.","Ein Bulaqchi-Panzer. Besonders
widerstandsfähig und leicht.
Gut weiterverarbeitbar.","Caparazón de Bulaqchi. Ideal
para artesanías gracias a su
durabilidad y peso ligero.","Оболочка булакчи. Отлично
подходит для ремёсел благодаря
прочности и малому весу.","Pancerz Bulaqchi. Dzięki swojej
wytrzymałości i niewielkiej
masie sprawdzi się w rzemiośle.",,,"Casco de Bulaqchi.
Ideal para criação, devido à
sua alta durabilidade e leveza.","브브라치카의 갑각.
뛰어난 내구성과 가벼움을
겸비했으며 가공하기도 쉽다.","血刺蟲的甲殼。耐久又輕巧，
也容易加工。","血盗虫的甲壳。兼具耐久性与轻便
性，且易于加工。",,,,,,,,"هيكل (بولاقشي). رائع للصناعة
بفضل متانته الشديدة ووزنه الخفيف.",,,,,,,,,,,"Caparazón de Bulaqchi. Ideal
para artesanías gracias a su
durabilidad y peso ligero."
5d5615e3-7aa1-4519-84a2-9afe74e93436,2876652659,Item_IT_95,タリオスの鱗,Talioth Scale,Écaille Talioth,Talioth: scaglia,Talioth-Schuppe,Escama de Talioth,Чешуя талиота,Łuska Taliotha,,,Escama de Talioth,탈리오스의 비늘,銳猛龍的鱗片,钳速龙的鳞,,,,,,,,قشرة تاليوث,,,,,,,,,,,Escama de Talioth
a149a1e7-e5a9-4d38-a21c-cc0cc557d603,2546691829,Item_IT_EXP_95,"タリオスの鱗。
過酷な環境で荒々しく発達した
鱗は、身を守る強固な鎧となる。","A Talioth scale. Conditioned in
harsh environments, it is built
to protect the body like armor.","Écaille de Talioth qui a été
soumise à des conditions rudes.
Aussi robuste qu'une armure.","Scaglia di Talioth. Adatta ad
ambienti ostili, protegge
il corpo come un'armatura.","Eine Talioth-Schuppe. In rauem
Klima geformt schützt sie den
Körper wie eine Rüstung.","Escama de Talioth. Acondicionada
a entornos duros, protege el cuerpo
como una armadura.","Чешуя талиота. Рассчитана
на суровые условия и потому
защищает тело подобно броне.","Łuska Taliotha. Zahartowana
w surowych warunkach,
chroni ciało niczym zbroja.",,,"Escama de Talioth. Adaptada a
ambientes extremos, protege
o corpo igual armadura.","탈리오스의 비늘.
험한 환경에서 거칠게 발달한
비늘은 견고한 갑옷이 된다.","銳猛龍的鱗片。在嚴酷的環境中鱗片
變得非常發達，成為保護身體的堅固
鎧甲。","钳速龙的鳞片。在残酷环境中进化
得十分粗犷坚实，成为保护身体的
坚固铠甲。",,,,,,,,"قشرة (تاليوث). متكيفة مع بيئات قاسية،
ومُصممة لحماية الجسد كالدروع.",,,,,,,,,,,"Escama de Talioth. Adaptada a
entornos duros, protege el
cuerpo como una armadura."
dd7ea16a-94ce-47a3-99ac-6f6852afbf30,823676135,Item_IT_96,とがった牙,Sharp Fang,Croc aiguisé,Zanna affilata,Scharfer Reißzahn,Colmillo afilado,Острый клык,Ostry kieł,,,Presa Afiada,뾰족한 이빨,尖牙,尖牙,,,,,,,,الناب الحاد,,,,,,,,,,,Colmillo afilado
50cfb71f-43b8-4d14-bd20-f95ac018f0de,3256535495,Item_IT_EXP_96,"様々な形状がある牙の総称。
用途に合わせて都合の良い
ものが使われる。","Fangs come in many shapes
and sizes. Choose the right
fang for the job.","Les crocs varient en forme
et en taille. À chaque croc
son usage.","Si trovano zanne di ogni forma o
dimensione. Scegli quella più
adatta ai tuoi scopi.","Es gibt viele verschiedene
Reißzähne – Wähle den richtigen
Zahn für den richtigen Job.","De muchas formas y tamaños,
hay colmillos adecuados para
cada tipo de trabajo.","Клыки бывают разных форм
и размеров — каждый подходит
для своей задачи.","Kły mają różne kształty
i rozmiary. Wybierz kieł,
który spełni się w zadaniu.",,,"Presas vem em diferentes
formas e tamanhos. Escolha
a presa certa para o serviço.","다양한 형태가 있는
이빨의 총칭. 용도에
맞춰서 사용되고 있다.","各式各樣不同形狀的牙齒總稱。
用途也配合其形狀有所不同。","各种形状牙齿的总称。应不同的需
求，它们各有不同的用途。",,,,,,,,"تأتي الأنياب بأشكال وأحجام
متعددة. <LSNR ""اختار"" ""اختاري""> الناب
المناسب للمهمة.",,,,,,,,,,,"Hay colmillos de muchas formas
y tamaños. Elige el que más se adecúe
a lo que necesitas."
1aa97ece-c211-4ce3-950e-d1593f4d956c,469780116,Item_IT_97,翼竜の皮,Wingdrake Hide,Peau de drake ailé,Pterowyvern: pelle,Flugdrachen-Haut,Piel de dracoalado,Шкура крылатого ящера,Skóra skrzydłosmoka,,,Couro de Dracoalado,익룡의 가죽,翼龍的皮,翼龙的皮,,,,,,,,جلد وينغدرايك,,,,,,,,,,,Piel de dracoalado
13e86b0b-8c2f-445d-87ab-018e2e91e65c,4245450399,Item_IT_EXP_97,"翼竜種から採れる皮。
軽く、加工しやすい材質で、
装備の作成によく使われる。","A material carved from
wingdrakes. Lightweight and
often used when crafting armor.","Matériau issu d'un drake ailé.
Léger, il est souvent employé
dans la fabrication d'armure.","Materiale ricavato dagli
Pterowyvern. Leggero e usato
spesso per creare armature.","Material von Flugdrachen. Sehr
leicht, weshalb es oft zur Rüs-
tungsherstellung verwendet wird.","Material obtenido de dracoalados.
Muy ligero, y usado a menudo
para elaborar armaduras.","Материал, полученный с крылатого
ящера. Мало весит и часто
используется для создания доспехов.","Materiał ze skrzydłosmoków.
Lekki, często używany do wyrobu
pancerzy.",,,"Material talhado de dracoalados.
Leve e frequentemente usado
para criar armaduras.","익룡종에게서 얻는 가죽.
가볍고 가공하기 쉬운 재질이라
장비를 만들 때 자주 쓰인다.","可從翼龍種魔物採集到的皮。輕巧
又容易加工，經常用於製作裝備。","从翼龙种身上采集的外皮。质地轻
便且易加工，经常用于制作装备。",,,,,,,,"مادة مقطعة من الـ(وينغدرايك).
خفيفة الوزن وكثيرًا ما تُستخدم
في صناعة الدروع.",,,,,,,,,,,"Material obtenido de un
dracoalado. Ligero y usado a
menudo para elaborar armaduras."
fee2cb61-83e6-45ff-ae91-12431476032e,3041732528,Item_IT_98,鋭利な牙,Acute Fang,Croc aigu,Zanna appuntita,Spitzer Reißzahn,Colmillo agudo,Заострённый клык,Szpiczasty kieł,,,Presa Aguçada,예리한 이빨,銳利的牙,锐利的牙,,,,,,,,الناب الثاقب,,,,,,,,,,,Colmillo punzante
